sequence_id	original_indus	english_translation
seq_1280	dh la bh na	The river bes.
seq_1281	un ta ku ba ta	A grain's good three.
seq_1282	ra bh la	The king bes small.
seq_1283	na na sa	A river's stand.
seq_1284	ra ch ch pa ja gh	A house comes.
seq_1285	ku ra pa ra na	The king's river.
seq_1286	ra ma ra	The mother's king.
seq_1287	ch an ka dh pa	The father holds.
seq_1288	la ka na dh	The person's river holds.
seq_1289	ha ta sa	A three's stand.
seq_1290	ra ma ra mu	A king's mouth.
seq_1291	ta sa na sh	The stand's river shines.
seq_1292	pa gh ch pa pa pa	The father's father.
seq_1293	gh ta ba ra na	The king's river.
seq_1294	dh la ba la	Holds small small.
seq_1295	ta ta ch ka	A cut's person.
seq_1296	sa ka pa ta ra bh ma _	A _ bes.
seq_1297	ma ga la	The small mother.
seq_1298	ma na ja na ba	The river comes good.
seq_1299	bh na ma _	A mother's _ bes.
seq_1300	na ga ra na ma	The river's mother.
seq_1301	la ch _	A cut's _.
seq_1302	na ma ra na ra	The river's king.
seq_1303	_ ma bh ra	The king bes.
seq_1304	ja pa ma pa	The mother's father comes.
seq_1305	ra dh ba	The king holds good.
seq_1306	la ba ja _ pa	The father comes.
seq_1307	la la ma	The small mother.
seq_1308	la ch ka	A cut's person.
seq_1309	la ta dh sa	A stand holds.
seq_1310	ka ta sa la sa	A stand's small stand.
seq_1311	pa g ta	A cow's three.
seq_1312	ku ta ku	A three's grain.
seq_1313	sa ch pa mu	A father's mouth.
seq_1314	na da ha na ma	The river's mother does.
seq_1315	pa pa ba si	The father's good father sits.
seq_1316	la ta ra pa	The king's father.
seq_1317	kh pa na	The father's river.
seq_1318	pa pa ka gh ka	A house's person.
seq_1319	bh ba ma	The mother bes good.
seq_1320	pa sa la pa _ pa	The _'s father.
seq_1321	ba pa ka	A father's person.
seq_1322	na na na ku ta ra	The three's king.
seq_1323	la pa sa	A father's stand.
seq_1324	na ha ku	A land's grain.
seq_1325	ta ra ta	A king's three.
seq_1326	ka pa pa g	A father's cow.
seq_1327	ta ta ch la mu pa	The mouth's father.
seq_1328	ch ma pa	The mother's father.
seq_1329	na pa ka	A father's person.
seq_1330	ha la la	The small land.
seq_1331	an ta na	The three's river.
seq_1332	la pa ku ka	A grain's person.
seq_1333	ma na ha	The river's land.
seq_1334	ta _ pa ba ta	A father's good three.
seq_1335	_ ta na	The three's river.
seq_1336	ra pa pa sa na la	The stand's small river.
seq_1337	pa pa ta	A father's three.
seq_1338	dh ma sa	A stand holds.
seq_1339	g ma ta	A mother's three.
seq_1340	na ta ka mu	A person's mouth.
seq_1341	na ta la pa ch ta	A cut's three.
seq_1342	na ka bh	A river's person bes.
seq_1343	la ka ra ra	The king's king.
seq_1344	ta ja bh la	Bes small.
seq_1345	na ma ka	A mother's person.
seq_1346	sa la sa	A stand's small stand.
seq_1347	ch ch ra sh	The cut's king shines.
seq_1348	ta ja ra ta	A three comes.
seq_1349	ta ka pa pa	The father's father.
seq_1350	ka bh la ba	A person bes small good.
seq_1351	ta na ch	A river's cut.
seq_1352	dh sa ma bh	The mother bes.
seq_1353	pa la _ ba la	A father's small small _.
seq_1354	mu ma dh la sa	A stand holds small.
seq_1355	dh sa pa	The father holds.
seq_1356	la mu ma sa la dh na ka	A person holds.
seq_1357	ch pa na pa	The river's father.
seq_1358	na _ ta	A _'s three.
seq_1359	pa ba sa	A father's good stand.
seq_1360	ta ka pa ha	The father's land.
seq_1361	pa bh la ku ka	A grain's person bes small.
seq_1362	ra ka ku ga	A person's great grain.
seq_1363	dh la ma	The mother holds small.
seq_1364	pa un ka ma	The person's mother.
seq_1365	ga pa sa	A father's stand.
seq_1366	ch pa pa	The father's father.
seq_1367	pa ch ta	A cut's three.
seq_1368	ka dh ka pa	The father holds.
seq_1369	pa bh an	At the father bes.
seq_1370	ku _ sa sa	A stand's stand.
seq_1371	ku ta na	The three's river.
seq_1372	ch ra ga pu ka	A king's pure person.
seq_1373	ka ha ta	A land's three.
seq_1374	ch la sa ta	A stand's three.
seq_1375	ma ku ma	The grain's mother.
seq_1376	dh _ ku na mu sa	A mouth's stand holds.
seq_1377	la na ma pa _ pa	The _'s father.
seq_1378	sa ma _	_ the stand's mother.
seq_1379	ma bh pa	The father bes.
seq_1380	g ra _	A king's _.
seq_1381	pa ch ha	The cut's land.
seq_1382	ta da ra ch	A cut does.
seq_1383	ra la ma la	The king's small small mother.
seq_1384	la gh la	A small small house.
seq_1385	ba pa pa	The father's father.
seq_1386	na ka pa dh	The person's father holds.
seq_1387	la ma g	A mother's cow.
seq_1388	ga sa dh _ bh ku	A grain bes.
seq_1389	ga ha dh ka	A person holds.
seq_1390	_ ma mu	A mother's mouth.
seq_1391	na sa ku	A stand's grain.
seq_1392	ku la ma ku	A mother's grain.
seq_1393	ra ka g	A person's cow.
seq_1394	ka sa pa ku na	The grain's river.
seq_1395	pa ra sa	A king's stand.
seq_1396	ha sa na sa	A river's stand.
seq_1397	ba ra na	The king's river.
seq_1398	ta na ka	A river's person.
seq_1399	da mu ta na la ha	The river's small land does.
seq_1400	pa pa ka na ja gh	A house comes.
seq_1401	pa sa ku ka	A grain's person.
seq_1402	ku na ja un	Up the grain's river comes.
seq_1403	ka dh na	The river holds.
seq_1404	sa na g	A river's cow.
seq_1405	ka pu bh	A pure person bes.
seq_1406	pa la re la	The father flows small.
seq_1407	an ku ba ku	A grain's good grain.
seq_1408	bh ma na pa	The river's father bes.
seq_1409	na la ku ma ka	A mother's person.
seq_1410	pa ch la	A father's small cut.
seq_1411	ku ta ha si	The three's land sits.
seq_1412	bh na la ka	A small person bes.
seq_1413	ja ka ka pa	The person's father comes.
seq_1414	ba pa ra na	The king's river.
seq_1415	na da ma na ha	The river's land does.
seq_1416	ja bh na mu ka la ba	A mouth's person bes good.
seq_1417	ja ka ra	The king comes.
seq_1418	gh ka pa	The person's father.
seq_1419	ra ra ku ha pa	The land's father.
seq_1420	ta la ma ch	A mother's cut.
seq_1421	ra pa _ pa na	The father's river.
seq_1422	na da ka na sa la	A river's stand does small.
seq_1423	dh ma mu	A mouth holds.
seq_1424	kh na la	The sky's small river.
seq_1425	ka ku ba	A person's good grain.
seq_1426	sa pa na ta	A river's three.
seq_1427	ba pa bh	The good father bes.
seq_1428	na pa pa ch	A father's cut.
seq_1429	la ba na sa	A river's stand.
seq_1430	pa gh ma pa	The mother's father.
seq_1431	ch mu na ch	A river's cut.
seq_1432	pa _ ku pa ku	A father's grain.
seq_1433	ra ka ku ga	A person's great grain.
seq_1434	ta _ ta na la ta ha gh	A land's house.
seq_1435	ka dh g	A cow holds.
seq_1436	ku pa pa	The father's father.
seq_1437	_ ta sa	A three's stand.
seq_1438	pa pa ku la	A father's small grain.
seq_1439	sa ma na pu ku	A river's pure grain.
seq_1440	dh na la na	The small river holds.
seq_1441	ta ta kh la	A three's small sky.
seq_1442	na ta ja ku	A grain comes.
seq_1443	sa la dh	A small stand holds.
seq_1444	ba ja pr	Comes.
seq_1445	na la _ ku	A _'s grain.
seq_1446	_ ma ra	The mother's king.
seq_1447	la ja la ka	A person comes small.
seq_1448	na pa la ra	The father's small king.
seq_1449	ta ku na	The grain's river.
seq_1450	ku _ dh	A grain's _ holds.
seq_1451	ta pa na mu ta bh	A mouth's three bes.
seq_1452	ka la mu ma pa	The mother's father.
seq_1453	ta ku pa pa pa	The father's father.
seq_1454	sa ka ma	The person's mother.
seq_1455	ch _ pa ka ba	A father's good person.
seq_1456	ka mu ra	The mouth's king.
seq_1457	la ka sa	A person's stand.
seq_1458	ta na sa pa	The stand's father.
seq_1459	ra ta ja	A king's three comes.
seq_1460	ha ga g	A land's great cow.
seq_1461	sa na ra la pr	Before the river's small king.
seq_1462	na _ ha	The _'s land.
seq_1463	bh ba na	The river bes good.
seq_1464	ta ka ta pa	The three's father.
seq_1465	ta ra pa na	The father's river.
seq_1466	pr da ta pa ta	A father's three does.
seq_1467	sa pa ra	The father's king.
seq_1468	mu dh gh la	A house holds small.
seq_1469	g na na	The river's river.
seq_1470	sa ra ha sa	A land's stand.
seq_1471	pa ra ha	The king's land.
seq_1472	ma ta na	The three's river.
seq_1473	la _ pa la ma	The father's small mother.
seq_1474	_ la sa bh pa na pa ga	The river's father bes great.
seq_1475	ka pa ka la kh	A person's small sky.
seq_1476	ra ta bh	A king's three bes.
seq_1477	la ka ba ta	A person's good three.
seq_1478	ka ma la la dh	The person's small mother holds.
seq_1479	ba la ta na	The three's river.
seq_1480	la ta ch	A three's cut.
seq_1481	sa pa ma gh ta	A house's three.
seq_1482	ba sa la	A good small stand.
seq_1483	pa sa na	The stand's river.
seq_1484	ka ma da	The person's mother does.
seq_1485	ku la pa ku	A father's grain.
seq_1486	pa sa ma ch sh pa _	A _ shines.
seq_1487	mu la na ra	The river's king.
seq_1488	sa an ma la	At the stand's small mother.
seq_1489	ra ch ma ma ra ha ta	A land's three.
seq_1490	pa na ka	A river's person.
seq_1491	ta ma da	The three's mother does.
seq_1492	an ma mu	A mother's mouth.
seq_1493	la ra pa	The king's father.
seq_1494	la ma ta	A mother's three.
seq_1495	pa ch pa	The cut's father.
seq_1496	ba ch ba	A good good cut.
seq_1497	na ku mu	A grain's mouth.
seq_1498	ga g ma	The cow's mother.
seq_1499	pa la ku na	The grain's river.
seq_1500	la ha pa ka	A father's person.
seq_1501	ha ch ta ta	A three's three.
seq_1502	la _ ma pa	The mother's father.
seq_1503	ka mu pa ra	The father's king.
seq_1504	ka mu ka pa	The person's father.
seq_1505	ha ta ka sa pa na	The father's river.
seq_1506	dh ka ma	The mother holds.
seq_1507	pa na ka	A river's person.
seq_1508	la la pa ma	The father's mother.
seq_1509	ra na pa	The river's father.
seq_1510	ma la pa ta sa dh	A three's stand holds.
seq_1511	na ch la	A river's small cut.
seq_1512	pa ma na pr sa	Before a river's stand.
seq_1513	gh ba sa ka pa	The person's father.
seq_1514	ra ma ka ka na	The person's river.
seq_1515	ka pa ka	A father's person.
seq_1516	ra ha ch	A land's cut.
seq_1517	la pa gh ku	A house's grain.
seq_1518	na ka ch	A person's cut.
seq_1519	ra dh ra ma	The mother holds.
seq_1520	pa la sa pa ra	The father's king.
seq_1521	ra na pa	The river's father.
seq_1522	la ta sa bh	A three's stand bes.
seq_1523	ra _ pa g	A father's cow.
seq_1524	kh ku dh ra	The king holds.
seq_1525	la ku na	The grain's river.
seq_1526	ka ma _	A mother's _.
seq_1527	ba ch bh	A good cut bes.
seq_1528	ma na na	The river's river.
seq_1529	la ga pa ma ta	A mother's three.
seq_1530	ra dh ra	The king holds.
seq_1531	la ta ba na	The three's good river.
seq_1532	dh pa ta	A three holds.
seq_1533	ta la la sa an pa pa ba	The father's good father.
seq_1534	la pa pa	The father's father.
seq_1535	ba pa ba ra	The father's good king.
seq_1536	ta _ na pa	The river's father.
seq_1537	pa pa dh	The father's father holds.
seq_1538	_ _ dh pa pa	The father holds.
seq_1539	pa ka ka	A person's person.
seq_1540	ha sa ra pa	The king's father.
seq_1541	dh ma ch	A cut holds.
seq_1542	la dh ra gh ba	A house holds good.
seq_1543	sa ta _ la	A three's small _.
seq_1544	na la ku	A river's small grain.
seq_1545	sh la ra ra	The king's king shines small.
seq_1546	ch pa pa ch	A father's cut.
seq_1547	la pa ka pr	Before a father's person.
seq_1548	pa ta sa sa	A stand's stand.
seq_1549	ra pa bh	The king's father bes.
seq_1550	_ na ta	A river's three.
seq_1551	sa pa ta	A father's three.
seq_1552	ka gh ma	The house's mother.
seq_1553	la ka ma dh	The person's mother holds.
seq_1554	la pa pa	The father's father.
seq_1555	sa ku la ch ta	A cut's three.
seq_1556	bh gh pa	The father bes.
seq_1557	_ pa ka	A father's person.
seq_1558	pa ma gh	A mother's house.
seq_1559	ka la sa	A person's small stand.
seq_1560	ch na ta la	A river's small three.
seq_1561	ka sa sa dh na pa	The father holds.
seq_1562	pa na ka	A river's person.
seq_1563	la na ta	A river's three.
seq_1564	kh ta pa	The three's father.
seq_1565	ka pa dh ga	The person's father holds great.
seq_1566	mu ba ra	The mouth's good king.
seq_1567	_ ra na na	The river's river.
seq_1568	_ pa bh ra la	The king bes small.
seq_1569	dh sa sa	A stand holds.
seq_1570	la pa gh ra	The house's king.
seq_1571	ku _ sa sa ta	A stand's three.
seq_1572	na ra na sa ra la	The stand's small king.
seq_1573	pa ta ha	The three's land.
seq_1574	ta bh ma	The mother bes.
seq_1575	ra ma g ka ha	The person's land.
seq_1576	sa ka pa pa ma	The father's mother.
seq_1577	_ na pa pa na na	The river's river.
seq_1578	ka ku la	A person's small grain.
seq_1579	na pa ch	A father's cut.
seq_1580	ba dh ma	The good mother holds.
seq_1581	na pa gh	A father's house.
seq_1582	la ka pa	The person's father.
seq_1583	ma na ra na	The king's river.
seq_1584	pa ra pa	The king's father.
seq_1585	sa bh ka	A person bes.
seq_1586	dh na ku	A grain holds.
seq_1587	ba sa la	A good small stand.
seq_1588	ja mu gh	A house comes.
seq_1589	bh na pa	The father bes.
seq_1590	la da pa bh	Bes.
seq_1591	na bh la ta	A three bes small.
seq_1592	ra ga la	The small king.
seq_1593	ga la la	Small.
seq_1594	dh na sa	A stand holds.
seq_1595	na ch bh la	A river's cut bes small.
seq_1596	an ku pa la ta	A father's small three.
seq_1597	ra bh pa ba	The father bes good.
seq_1598	_ ka ku ma	The grain's mother.
seq_1599	pa _ na	The _'s river.
seq_1600	ja _ la	A _ comes small.
seq_1601	pa ka na ha	The river's land.
seq_1602	pa la ja ka ka	A person comes.
seq_1603	ra na la	The king's small river.
seq_1604	ga ta ta la	A three's small three.
seq_1605	si ha pa	The father sits.
seq_1606	ga ku pa bh ta ra ja	The king comes.
seq_1607	la ra _ ra ch na pa	The river's father.
seq_1608	dh ka pa la	The father holds small.
seq_1609	la pa ba	The small good father.
seq_1610	ga na ma	The river's mother.
seq_1611	ta sa pa sa la	A father's small stand.
seq_1612	sa dh _ _	A _ holds.
seq_1613	ga na ma	The river's mother.
seq_1614	gh bh na pa	The father bes.
seq_1615	la na la	The small small river.
seq_1616	ta pr ka	Before a three's person.
seq_1617	sa ma na g ka ta ta	A three's three.
seq_1618	la ba bh	Bes.
seq_1619	la ku ta pa	The three's father.
seq_1620	ba na ba ra	The river's good king.
seq_1621	ch la pa	The cut's small father.
seq_1622	pa ra bh	The father's king bes.
seq_1623	sa si pa sa sa	A stand's stand sits.
seq_1624	na pa ma ga pa ja	The mother's great father comes.
seq_1625	ta na ga	The three's great river.
seq_1626	sa ch un la ku	Up a cut's small grain.
seq_1627	pa _ ma pa na	The father's river.
seq_1628	bh bh la	Bes small.
seq_1629	ha ba la na	The land's small river.
seq_1630	ja ta ka	A person comes.
seq_1631	_ sa ku ta ba	A grain's good three.
seq_1632	ku ba ma ta	A mother's three.
seq_1633	ga sa ga	A great great stand.
seq_1634	la sa na	The stand's river.
seq_1635	re ra ra ka	A king's person flows.
seq_1636	ta ga pa na pa pa	The father's father.
seq_1637	ra sa mu ra pa	The king's father.
seq_1638	jha na na	The river's river.
seq_1639	nna na cha	The sacred word's sacred river.
seq_1640	ttha na ka	A river's person.
seq_1641	jha cha na	The place's sacred river.
seq_1642	cha g na	The cow's river.
seq_1643	jha pa tha	A father's three.
seq_1644	jha tha tta _ va	A _'s wind.
seq_1645	dha ga tta ka _ va	A _'s wind.
seq_1646	ch pa ga	The cut's great father.
seq_1647	jha sa ha na	The land's river.
seq_1648	na na cha	The river's sacred river.
seq_1649	_ jha tta ga	A place's great three.
seq_1650	cha jha tha	A place's three.
seq_1651	sha na va ga	A river's great wind.
seq_1652	dha ga rra na	The rra's river.
seq_1653	ka na jha ka dh	A place's person holds.
seq_1654	ttha ra ja ka na	The river comes.
seq_1655	dha ku na ma nya la mma	A nya's small mma.
seq_1656	ca ma la na nna ra	The sacred word's king.
seq_1657	ku na sa ha si	The stand's land sits.
seq_1658	_ jha ga na nna ra kha	A king's kha.
seq_1659	jha na nya _ na	The _'s river.
seq_1660	jha ga na	The place's great river.
seq_1661	cha na jha	The river's place.
seq_1662	na cha na jha	The river's place.
seq_1663	na cha na	The river's sacred river.
seq_1664	jha cha na na	The river's river.
seq_1665	ttha na cha	The three's sacred river.
seq_1666	cha jha na na	The river's river.
seq_1667	na jha cha	The river's sacred place.
seq_1668	na gh jha	The house's place.
seq_1669	ku ka la sa ka ja	A stand's person comes.
seq_1670	na na jha cha	The river's sacred place.
seq_1671	cha na na jha	The river's place.
seq_1672	ku na jha	The river's place.
seq_1673	cha na ku	A river's grain.
seq_1674	jha na cha na	The river's sacred river.
seq_1675	na ku cha	A river's sacred grain.
seq_1676	na jha na	The place's river.
seq_1677	cha ku na jha	The river's place.
seq_1678	na na cha	The river's sacred river.
seq_1679	jha ku na cha	The grain's sacred river.
seq_1680	ha ka sa pa ta _ pa	The _'s father.
seq_1681	cha na na jha	The river's place.
seq_1682	ku cha na	The grain's sacred river.
seq_1683	na la g ra	The cow's king.
seq_1684	_ dh ma	The mother holds.
seq_1685	na ba la ku	A river's small grain.
seq_1686	la na si	The small river sits.
seq_1687	ka ka na	The person's river.
seq_1688	na na la ta	A river's small three.
seq_1689	ta na ch ma	The cut's mother.
seq_1690	dh ta pa ga ku	A great grain holds.
seq_1691	dh _ pa	The father holds.
seq_1692	ta ku pa	The grain's father.
seq_1693	ta pa pa	The father's father.
seq_1694	na sa ch la	A stand's small cut.
seq_1695	na g pa si ta	A three sits.
seq_1696	pa pa pu	The father's pure father.
seq_1697	ta na pa ta	A father's three.
seq_1698	ra la sa pa na	The father's river.
seq_1699	ku ta ra	The three's king.
seq_1700	ja ba ba	Comes good good.
seq_1701	g dh pa	The father holds.
seq_1702	na _ cha	A river's sacred _.
seq_1703	ta na ga	The three's great river.
seq_1704	ra ra ku	A king's grain.
seq_1705	na pa pa	The father's father.
seq_1706	mu _ ha	The _'s land.
seq_1707	ku pa pa si	The father's father sits.
seq_1708	la ku ta pa dh pa	The father holds.
seq_1709	la na ra ba ra na	The king's river.
seq_1710	un ra la	Up the small king.
seq_1711	ka ka ku	A person's grain.
seq_1712	sa ka an	At a stand's person.
seq_1713	pa _ _	A _'s _.
seq_1714	na pa pa un ka la ra na	The king's river.
seq_1715	la ra bh la	The small king bes small.
seq_1716	la gh an bh ta dh dh	Holds.
seq_1717	na na na	The river's river.
seq_1718	ta ku ba	A three's good grain.
seq_1719	ta ra na pa	The river's father.
seq_1720	ga ka si dh	Holds.
seq_1721	sa sa pa pa	The father's father.
seq_1722	na ta na	The three's river.
seq_1723	la bh la	Bes small.
seq_1724	ga ja jha	The great place comes.
seq_1725	na ku la ch	A grain's small cut.
seq_1726	la ta la	A small small three.
seq_1727	la pa pa	The father's father.
seq_1728	pa pr ch	Before a father's cut.
seq_1729	bh dh ra	The king holds.
seq_1730	ta ka pa	The person's father.
seq_1731	ka sa ta	A stand's three.
seq_1732	la na ra	The river's king.
seq_1733	ra ku ta kh kh	A sky's sky.
seq_1734	sa ka dh pa	The father holds.
seq_1735	na na jha	The river's place.
seq_1736	cha pa jha na	The place's river.
seq_1737	_ ta ra ma	The king's mother.
seq_1738	ta gh na	The house's river.
seq_1739	na ba ka	A river's good person.
seq_1740	ma ra ku	A king's grain.
seq_1741	ka ja ka na ra	The river's king comes.
seq_1742	la ta la	A small small three.
seq_1743	ma ka ba ku pr	Before a person's good grain.
seq_1744	ra ra la	The king's small king.
seq_1745	bh ra pa la ka	A small person bes.
seq_1746	na pa da na bh ta	A three bes.
seq_1747	gh _ dh jha	The place holds.
seq_1748	la la ku ra	The grain's king.
seq_1749	ta la ta	A three's small three.
seq_1750	dh kh mu	A mouth holds.
seq_1751	pa ra ba pa ka ta un	Up a person's three.
seq_1752	ba pa ja	The good father comes.
seq_1753	mu g gh	A cow's house.
seq_1754	ta ka sa	A person's stand.
seq_1755	na na pa pa pa dh ma ka	A person holds.
seq_1756	dh ka bh ta	A three bes.
seq_1757	la pa ku ka	A grain's person.
seq_1758	na _ pa cha	The _'s sacred father.
seq_1759	ka ra ku	A king's grain.
seq_1760	la gh ra _ ka ka na ra	The river's king.
seq_1761	ra ka mu	A person's mouth.
seq_1762	ha ta pa	The three's father.
seq_1763	pa la _ sa pa	The stand's father.
seq_1764	la ka ta	A person's three.
seq_1765	_ _ pa	The _'s father.
seq_1766	ta ba ta na	The three's river.
seq_1767	na ku ra ku	A king's grain.
seq_1768	ka ba ch la	A person's good small cut.
seq_1769	_ _ _ na	The _'s river.
seq_1770	pa ja ku la sa dh pa	The father holds.
seq_1771	la ka gh sa	A house's stand.
seq_1772	ta ka ra	The person's king.
seq_1773	ra pa na	The father's river.
seq_1774	da bh ta	A three bes.
seq_1775	ba ra pa na	The father's river.
seq_1776	bh na na _	A river's _ bes.
seq_1777	pa ch ta ku	A three's grain.
seq_1778	an ma ku	A mother's grain.
seq_1779	pa ma pa re	The mother's father flows.
seq_1780	ga ku ku jha	The grain's place.
seq_1781	ba ra sh	The good king shines.
seq_1782	ha sa sa pa ch	A father's cut.
seq_1783	ma ja dh	Holds.
seq_1784	bh sh sa _ ma na la	The mother's river shines small.
seq_1785	ku ka pa	The person's father.
seq_1786	pa pa ma	The father's mother.
seq_1787	gh ma ma la	The mother's small mother.
seq_1788	pa ta sa ba	A three's good stand.
seq_1789	ka sa na	The stand's river.
seq_1790	dh na ta na	The three's river holds.
seq_1791	ja dh an _	At a _ holds.
seq_1792	si la ta	A three sits small.
seq_1793	kh la g ta	A cow's three.
seq_1794	pa la la	The small father.
seq_1795	na ra pa	The king's father.
seq_1796	ka mu la	A person's small mouth.
seq_1797	pa na dh	The father's river holds.
seq_1798	ch ka na	The person's river.
seq_1799	ra sa la	A king's small stand.
seq_1800	ku ka dh	A grain's person holds.
seq_1801	ma pa ma ka	A mother's person.
seq_1802	mu re pa cha	The father flows sacred.
seq_1803	ch ka ku	A person's grain.
seq_1804	ha ra na ka	A river's person.
seq_1805	ma ku ta	A grain's three.
seq_1806	la sa ta	A stand's three.
seq_1807	_ la pa ra ka	A king's person.
seq_1808	ma ba ka	A mother's good person.
seq_1809	ta ka ka pa	The person's father.
seq_1810	sa ra ma ch	A mother's cut.
seq_1811	bh da ku ch ta	A cut's three does.
seq_1812	ku _ ka	A _'s person.
seq_1813	da sa _ pa	The _'s father does.
seq_1814	ha ta la	A land's small three.
seq_1815	ha la sa ba ga ra	The stand's great king.
seq_1816	un _ na	The _'s river.
seq_1817	ma ma ma ka	A mother's person.
seq_1818	dh _ ra ku pa	The grain's father holds.
seq_1819	ma ch ja pa ta	A three comes.
seq_1820	ch la na pa sa	A father's stand.
seq_1821	dh pa pa pa sa	A father's stand holds.
seq_1822	pa ja la	The father comes small.
seq_1823	ku sa pa	The stand's father.
seq_1824	_ sa pa jha	The father's place.
seq_1825	bh pa na ma na sa	A river's stand bes.
seq_1826	sa ka ku	A person's grain.
seq_1827	pa sa ka	A stand's person.
seq_1828	ma sa ra	The stand's king.
seq_1829	ka la sh	A small person shines.
seq_1830	ma pa pa ga ra kh na ku	A river's grain.
seq_1831	sa sa kh dh ka	A person holds.
seq_1832	ta dh pa	The father holds.
seq_1833	ka mu ra	The mouth's king.
seq_1834	ka ka sa	A person's stand.
seq_1835	na na ja jha	The place comes.
seq_1836	la ch ra pa ta ta	A three's three.
seq_1837	ga na pa	The river's father.
seq_1838	ha bh sa pa	The father bes.
seq_1839	_ pa ku si	A father's grain sits.
seq_1840	pa ta g	A three's cow.
seq_1841	na ha ra	The land's king.
seq_1842	la sa pa	The stand's father.
seq_1843	ka na la mu	A river's small mouth.
seq_1844	sa bh na	The river bes.
seq_1845	ba pa ta	A father's three.
seq_1846	jha cha na	The place's sacred river.
seq_1847	dh sa ha cha	The land holds sacred.
seq_1848	bh ra na ta na	The three's river bes.
seq_1849	ta la pa sa na	The stand's river.
seq_1850	sa ra da sa	A stand does.
seq_1851	sa na pa	The river's father.
seq_1852	bh ka pa na ka ra	The person's king bes.
seq_1853	ka gh ta ka	A three's person.
seq_1854	sa ku bh ka	A person bes.
seq_1855	_ ku la gh	A grain's small house.
seq_1856	ra la ta	A king's small three.
seq_1857	ra _ pa	The _'s father.
seq_1858	gh _ da pa	The father does.
seq_1859	ta ra la	The three's small king.
seq_1860	ha ma pa ka	A father's person.
seq_1861	pa ja ra ta	A three comes.
seq_1862	mu pa ra	The father's king.
seq_1863	na ta la ch	A three's small cut.
seq_1864	na sa la ha	The stand's small land.
seq_1865	ch ra ka ch ra	The cut's king.
seq_1866	_ la ra ka	A king's person.
seq_1867	la ch ma la	The cut's small mother.
seq_1868	ta ka gh	A person's house.
seq_1869	pa ta _ jha	The _'s place.
seq_1870	pa sa la ma	The stand's small mother.
seq_1871	mu ja la ta kh la	A three's sky comes small small.
seq_1872	ch bh _ sa na	The stand's river bes.
seq_1873	ra pa na	The father's river.
seq_1874	gh ra ka	A king's person.
seq_1875	_ ta ta ra na	The king's river.
seq_1876	ma ka ga	A mother's great person.
seq_1877	pa pa ma ha	The mother's land.
seq_1878	pa _ ja	A father's _ comes.
seq_1879	ta dh na na	The river holds.
seq_1880	_ la _ na	The _'s river.
seq_1881	ku ta ba ku ha pa	The land's father.
seq_1882	_ sa pa	The stand's father.
seq_1883	kh la ta	A sky's small three.
seq_1884	ka ta ja	A person's three comes.
seq_1885	sa pa un	Up the stand's father.
seq_1886	ch pa ta kh ra si	The sky's king sits.
seq_1887	na pa ta ka	A three's person.
seq_1888	sa na la	The stand's small river.
seq_1889	ta sa dh	A three's stand holds.
seq_1890	ta ra ba gh ta	A house's three.
seq_1891	ga ra ch cha	A king's sacred cut.
seq_1892	ta sa dh	A three's stand holds.
seq_1893	re pa an sa	At a stand flows.
seq_1894	dh _ ka na pa pa	The father's father holds.
seq_1895	ta bh mu na	The river bes.
seq_1896	ra pa na ka ba si	A river's good person sits.
seq_1897	ta ch ka ma	The person's mother.
