sequence_id	original_indus	english_translation
seq_1898	dh pa ku ra ra ra	The king's king holds.
seq_1899	ma na ha la	The river's small land.
seq_1900	da ma sa ta ra la	The three's king does small.
seq_1901	_ ch ra dh	The cut's king holds.
seq_1902	ja dh an pa	At the father holds.
seq_1903	re pa na ka ku	A person's grain flows.
seq_1904	pa bh pa	The father bes.
seq_1905	la sa na	The stand's river.
seq_1906	ka gh an	At a person's house.
seq_1907	ma _ pa	The _'s father.
seq_1908	pa la ra ra na	The king's river.
seq_1909	gh ku bh	A house's grain bes.
seq_1910	sa pa ku	A father's grain.
seq_1911	pa pa ku ku	A grain's grain.
seq_1912	ja ha pa ja	The father comes.
seq_1913	mu re pa jha	The place flows.
seq_1914	ha pa ma ka ra	The person's king.
seq_1915	sa ka ha ku	A land's grain.
seq_1916	ta ra ra dh	The king's king holds.
seq_1917	la bh la ra	The king bes small.
seq_1918	mu mu ba	A mouth's good mouth.
seq_1919	ra ga si	The great king sits.
seq_1920	dh la la	Holds small small.
seq_1921	sa ra ba ka	A king's good person.
seq_1922	ja ku na	The river comes.
seq_1923	sa ta dh	A stand's three holds.
seq_1924	da sa _ na	The _'s river does.
seq_1925	pa mu ha ra	The land's king.
seq_1926	ta mu ku	A mouth's grain.
seq_1927	la ra sa na	The stand's river.
seq_1928	pa pa ma	The father's mother.
seq_1929	ka ta la	A person's small three.
seq_1930	ga la la sa ka	A stand's person.
seq_1931	la dh la la	Holds small small.
seq_1932	_ sa ja an ba ba na na	The river's river comes.
seq_1933	ma g na g	A river's cow.
seq_1934	g pa sa la na sa	A river's stand.
seq_1935	_ ma _ cha	A mother's sacred _.
seq_1936	sa ta ha sa	A land's stand.
seq_1937	na pa gh bh	A father's house bes.
seq_1938	pa pr un pa	Before up the father's father.
seq_1939	pa ku ra	The grain's king.
seq_1940	ta ch ka ch	A person's cut.
seq_1941	ka ta si	A person's three sits.
seq_1942	ga dh ch	A great cut holds.
seq_1943	la bh ka ra ma	The king's mother bes.
seq_1944	ku dh ku da ra	The king does.
seq_1945	na bh ma ma	The mother bes.
seq_1946	_ sa pa pa	The father's father.
seq_1947	pa na dh	The father's river holds.
seq_1948	ku dh pa	The father holds.
seq_1949	la ka ta	A person's three.
seq_1950	ka pa pa ta ga	A father's great three.
seq_1951	ku la pa ta ra la	The three's small king.
seq_1952	ba ka pa	The person's father.
seq_1953	ka na pa _ ta	A _'s three.
seq_1954	dh ta ku	A grain holds.
seq_1955	ta pa ma	The father's mother.
seq_1956	ra pa ta pa na	The father's river.
seq_1957	pa na cha	The father's sacred river.
seq_1958	na na jha cha	The river's sacred place.
seq_1959	ku la ku	A grain's small grain.
seq_1960	ra si pa	The father sits.
seq_1961	ta pu ra da pu	The three's pure king does pure.
seq_1962	ta _ ma la	The _'s small mother.
seq_1963	la ma ka bh ta ka	A person bes.
seq_1964	ha ka pa	The person's father.
seq_1965	gh ku pa ka dh ta na	The river holds.
seq_1966	pa sa mu	A stand's mouth.
seq_1967	bh ta ja ch la	A cut comes small.
seq_1968	ja sa ka ma	The person's mother comes.
seq_1969	dh sa pa jha	The father's place holds.
seq_1970	pa ma ch	A mother's cut.
seq_1971	ka ta na sa	A river's stand.
seq_1972	ka ta gh na ma	The river's mother.
seq_1973	pa ra la bh ma	The small mother bes.
seq_1974	ba ta _	A three's _.
seq_1975	pa un ta gh	A three's house.
seq_1976	ga la pa	The small father.
seq_1977	pa pa sa	A father's stand.
seq_1978	gh ku dh	A house's grain holds.
seq_1979	la ba sa pr ma dh	Before the stand's mother holds.
seq_1980	gh _ na cha	The _'s sacred river.
seq_1981	ka la ma	The person's small mother.
seq_1982	ba ta ka	A three's person.
seq_1983	ma pa ka	A father's person.
seq_1984	ta ra sa	A king's stand.
seq_1985	dh gh bh ka ra	The king bes.
seq_1986	pa pa la ra na	The king's river.
seq_1987	ba gh ha	The house's land.
seq_1988	ku na ku	A river's grain.
seq_1989	ka ka la ra	The person's small king.
seq_1990	dh la ra an	At the king holds small.
seq_1991	pa ta jha pa	The place's father.
seq_1992	si sa la mu la	A small mouth sits small.
seq_1993	na un ma	Up the river's mother.
seq_1994	na ta ma	The three's mother.
seq_1995	ta ch bh ta ma	The mother bes.
seq_1996	pa la ka la	A father's small small person.
seq_1997	_ ma na	The mother's river.
seq_1998	na na na ra	The river's king.
seq_1999	ga na dh	The great river holds.
seq_2000	na ka na ka	A river's person.
seq_2001	ku ka ja	A grain's person comes.
seq_2002	_ la na jha	The river's place.
seq_2003	ka ha sa	A land's stand.
seq_2004	ku sa sa ma	The stand's mother.
seq_2005	bh ja sa	A stand comes.
seq_2006	ch la ta	A cut's small three.
seq_2007	ch ka ma	The person's mother.
seq_2008	pa bh ma	The mother bes.
seq_2009	ra dh la	The king holds small.
seq_2010	ra gh ta	A house's three.
seq_2011	ma ku ba	A mother's good grain.
seq_2012	la sa la ta	A stand's small three.
seq_2013	ga ra cha pa	The king's sacred father.
seq_2014	na na la bh	The river's small river bes.
seq_2015	ra na la na	The river's small river.
seq_2016	ta ch na	The cut's river.
seq_2017	bh na pa sa ch	A stand's cut bes.
seq_2018	pa bh _	A _ bes.
seq_2019	pa pa ta _ ma sa	A mother's stand.
seq_2020	ra ma la	The king's small mother.
seq_2021	ka ku ka ta	A person's three.
seq_2022	la ra sa	A king's stand.
seq_2023	la sa sa _	A stand's _.
seq_2024	ja dh jha na	The river holds.
seq_2025	ta ga ha	The three's great land.
seq_2026	g ba ka ku sa ta	A stand's three.
seq_2027	ku ma la ka pa ja pr ka	Before a person comes.
seq_2028	ta ta na	The three's river.
seq_2029	ma ka dh sa	A stand holds.
seq_2030	bh ga na _ ma pa	The mother's father bes great.
seq_2031	dh sa ha na ka ja	A river's person comes.
seq_2032	g ma ta bh	A mother's three bes.
seq_2033	ta ma sa	A mother's stand.
seq_2034	ta pa pa ch	A father's cut.
seq_2035	mu re pa cha	The father flows sacred.
seq_2036	ra ha _ dh	A land's _ holds.
seq_2037	pa la pa	The father's small father.
seq_2038	pa pa na ta ku bh	A three's grain bes.
seq_2039	sa ka dh mu na	The river holds.
seq_2040	mu ku ch	A grain's cut.
seq_2041	ta mu ka pa	The person's father.
seq_2042	ku ta ma	The three's mother.
seq_2043	ka la ra la	The person's small small king.
seq_2044	sa ka pa ka	A father's person.
seq_2045	ja ma mu _	A mouth's _ comes.
seq_2046	da sa na jha	The river's place does.
seq_2047	la ka pa la	The person's small father.
seq_2048	la ku ma ra	The mother's king.
seq_2049	pa sa pa	The stand's father.
seq_2050	gh ga ta	A house's great three.
seq_2051	na pa la pa ma	The father's mother.
seq_2052	ga la ha bh	The small land bes.
seq_2053	ch ka la	A cut's small person.
seq_2054	la pa _ sa	A _'s stand.
seq_2055	pa na ra dh ga	The river's king holds great.
seq_2056	na ta pa	The three's father.
seq_2057	_ ma cha pa	The mother's sacred father.
seq_2058	_ la na ch	A river's cut.
seq_2059	ka bh ka	A person bes.
seq_2060	pa na ka bh la	A river's person bes small.
seq_2061	ka pa sh ma ra ga	The king shines great.
seq_2062	ka ta na na pa ta	A father's three.
seq_2063	ta ma bh na sa ka ma	The person's mother bes.
seq_2064	ga ma sa	A mother's stand.
seq_2065	ch ma ga na	The mother's great river.
seq_2066	dh pa ma pa	The mother's father holds.
seq_2067	g ba ja	A good cow comes.
seq_2068	na jha cha na	The place's sacred river.
seq_2069	_ sa jha na	The place's river.
seq_2070	na ka ku na sa la la ta	A stand's small three.
seq_2071	ta la ga	A great three.
seq_2072	sa un ja	Up a stand comes.
seq_2073	ma sa la	A mother's small stand.
seq_2074	ka sa pa na la	The father's small river.
seq_2075	ra la ma ba	The king's small good mother.
seq_2076	sa ka la dh	A stand's small person holds.
seq_2077	pa bh sa ku pa ch	A father's cut bes.
seq_2078	na ha ta	A land's three.
seq_2079	ka ka _	A person's _.
seq_2080	_ ga cha jha	The _'s sacred place.
seq_2081	na ka ku	A person's grain.
seq_2082	ma pa _ pa ta na ta ka	A three's person.
seq_2083	mu ka la	A mouth's small person.
seq_2084	ma na ch ga	A river's great cut.
seq_2085	ka ha la	The person's small land.
seq_2086	pa ku na	The grain's river.
seq_2087	pa sa pa ga ha ka	A land's person.
seq_2088	bh pa ha	The land bes.
seq_2089	pa ba _	A father's good _.
seq_2090	ga sa sa ta ja ka	A person comes.
seq_2091	na dh pa cha	The father holds sacred.
seq_2092	sa la ma	The stand's small mother.
seq_2093	ba ma ha	The mother's land.
seq_2094	ku ma pa ka	A father's person.
seq_2095	mu sa ta	A stand's three.
seq_2096	ka na ga	The person's great river.
seq_2097	la pa pa	The father's father.
seq_2098	_ la na	The _'s small river.
seq_2099	na ga sa ku bh	A stand's grain bes.
seq_2100	ka ha g g pa	The cow's father.
seq_2101	pa ta ta ma dh ma	The mother holds.
seq_2102	gh pa jha na	The place's river.
seq_2103	ra na sa pa bh ba la	The stand's father bes good small.
seq_2104	ch pa ra	The father's king.
seq_2105	na pa kh ja	A father's sky comes.
seq_2106	la la na	The small river.
seq_2107	sa pa la	The stand's small father.
seq_2108	ku ta ch dh mu ma	The mother holds.
seq_2109	na la ka ra ma ra	The mother's king.
seq_2110	ra ra ka dh	A king's person holds.
seq_2111	pu ta dh la	A pure three holds small.
seq_2112	pa na ka	A river's person.
seq_2113	_ _ cha pa	The _'s sacred father.
seq_2114	ku sa ta	A stand's three.
seq_2115	pa gh pa pa	The father's father.
seq_2116	gh sa pa la ma pu	The father's small pure mother.
seq_2117	ma ta la na	The three's small river.
seq_2118	gh ka pa na	The father's river.
seq_2119	_ ta pa	The three's father.
seq_2120	pa pa ta la ta	A three's small three.
seq_2121	la ta sa na sa	A river's stand.
seq_2122	ba ka ta	A person's three.
seq_2123	pa ba da pa	The good father does.
seq_2124	ga ja jha cha	The great place comes sacred.
seq_2125	pa ku la	A father's small grain.
seq_2126	ta pa ta sa pa an	At the stand's father.
seq_2127	la la g	A small cow.
seq_2128	sa na pa sa	A father's stand.
seq_2129	ku _ ch ta ba gh	A three's good house.
seq_2130	ga ku na	The grain's river.
seq_2131	sa la pa ka	A father's person.
seq_2132	ga ku pa ka	A father's person.
seq_2133	ma dh _	A _ holds.
seq_2134	ch _ sa	A _'s stand.
seq_2135	mu da na pa	The father does.
seq_2136	ka ha na pa	The river's father.
seq_2137	ma ta gh mu _	A mouth's _.
seq_2138	ra la ku ma	The grain's mother.
seq_2139	ch la gh pa la	The house's small father.
seq_2140	dh ra ra ra ma	The king's mother holds.
seq_2141	ka na ta	A river's three.
seq_2142	pa ra ma _ ka	A _'s person.
seq_2143	la ba la pa	The small father.
seq_2144	ha ch ch	A cut's cut.
seq_2145	ra na ra ga ta dh	A king's great three holds.
seq_2146	_ _ cha jha	The _'s sacred place.
seq_2147	ma la pa ha	The father's land.
seq_2148	pa la _	A father's small _.
seq_2149	pa ku ta	A grain's three.
seq_2150	si pa pa ta ku ka	A grain's person sits.
seq_2151	sa na ga	The stand's great river.
seq_2152	ma ka bh ma	The mother bes.
seq_2153	ku ga na	The grain's great river.
seq_2154	na ch si	A river's cut sits.
seq_2155	ma ra pa ba	The king's good father.
seq_2156	ku _ sa ha ba	The stand's good land.
seq_2157	_ _ pa na	The father's river.
seq_2158	ma la ha ra pa	The king's father.
seq_2159	ta bh ma	The mother bes.
seq_2160	ta ha pa na ra	The river's king.
seq_2161	sh ta pa kh	A father's sky shines.
seq_2162	la na ma	The river's mother.
seq_2163	ra ku ta	A grain's three.
seq_2164	pa la ra ga dh	The father's small great king holds.
seq_2165	ba da la	Does small.
seq_2166	bh bh dh	Holds.
seq_2167	da ra la da pa	The father does.
seq_2168	ga na cha jha	The river's sacred place.
seq_2169	la ra ra la	The king's small king.
seq_2170	bh ka pa	The father bes.
seq_2171	la ta ra	The three's king.
seq_2172	pa sa _	A stand's _.
seq_2173	pa dh la	The father holds small.
seq_2174	bh ma ku na pa	The river's father bes.
seq_2175	sa pa sa	A father's stand.
seq_2176	la ta sa na	The stand's river.
seq_2177	ka na na ka	A river's person.
seq_2178	la ga na	The great river.
seq_2179	cha na jha na	The place's river.
seq_2180	dh na pa cha	The father holds sacred.
seq_2181	ku _ ra	The _'s king.
seq_2182	na ma la	The river's small mother.
seq_2183	na la pa	The river's small father.
seq_2184	na pa pa sa ch ra	The cut's king.
seq_2185	na dh la pa	The father holds small.
seq_2186	ja bh sa ch la	A cut bes small.
seq_2187	ta sa bh pa	The father bes.
seq_2188	ha dh ba	The land holds good.
seq_2189	ba dh sa	A good stand holds.
seq_2190	ku na ta la	A river's small three.
seq_2191	gh _ jha na	The place's river.
seq_2192	ta ja pa ku ma	The grain's mother comes.
seq_2193	ba ra ka	A king's person.
seq_2194	ja la ta	A three comes small.
seq_2195	la la la sa	A small stand.
seq_2196	ma ku ch ta	A cut's three.
seq_2197	ka la ja sa	A small stand comes.
seq_2198	dh ku dh	Holds.
seq_2199	_ ga na	The _'s great river.
seq_2200	ma _ pa sa ja	A father's stand comes.
seq_2201	gh gh ch na	The cut's river.
seq_2202	pa _ cha pa	The _'s sacred father.
seq_2203	na sa ma sa	A mother's stand.
seq_2204	gh ba ka	A house's good person.
seq_2205	ma pa mu ra la	The mouth's small king.
seq_2206	ra _ pa pa	The father's father.
seq_2207	ba na na na ku ba	A river's good grain.
seq_2208	dh sa ra	The king holds.
seq_2209	bh pa ba	The father bes good.
seq_2210	ka pa ta	A father's three.
seq_2211	mu g na	The cow's river.
seq_2212	ta ga ka	A three's great person.
seq_2213	_ _ jha cha	The _'s sacred place.
seq_2214	sa ma ka	A mother's person.
seq_2215	ra dh pa	The father holds.
seq_2216	ku na pa mu	A father's mouth.
seq_2217	ja la ma	The mother comes small.
seq_2218	ka la ja	A small person comes.
seq_2219	la _ ma	The _'s mother.
seq_2220	la bh sh	Shines.
seq_2221	na ba ta la sa	A three's small stand.
seq_2222	ku ra ra ma ku	A mother's grain.
seq_2223	la ta ka sa ka	A stand's person.
seq_2224	_ ga na pa	The river's father.
seq_2225	sa dh bh	Bes.
seq_2226	bh dh ta	A three holds.
seq_2227	ka ka gh pa mu	A father's mouth.
seq_2228	pa ka ma	The person's mother.
seq_2229	ta ka ku	A person's grain.
seq_2230	ka pa ta	A father's three.
seq_2231	pa pa mu	A father's mouth.
seq_2232	na la sa ku	A stand's grain.
seq_2233	ma gh ra	The house's king.
seq_2234	ka ga ka	A person's great person.
seq_2235	ja re jha cha	The place flows sacred.
seq_2236	bh na ma	The mother bes.
seq_2237	la ra ku ta ku	A three's grain.
seq_2238	_ la na	The _'s small river.
seq_2239	ba na pa na sa	A river's stand.
seq_2240	la ha ma pa sa	A father's stand.
seq_2241	sa pa ka	A father's person.
seq_2242	ga ka ma	The person's mother.
seq_2243	ma pa ku	A father's grain.
seq_2244	ch na la ta	A river's small three.
seq_2245	ka na na pa	The river's father.
seq_2246	mu da na jha	The place does.
seq_2247	ta pa sa ta	A stand's three.
seq_2248	pa sa ra	The stand's king.
seq_2249	ta ha la	The three's small land.
seq_2250	pu na gh	A river's house.
seq_2251	ta ha ba	The three's good land.
seq_2252	ku ja pa pa	The father comes.
seq_2253	ra pa ma	The father's mother.
seq_2254	ta pa ka la	A father's small person.
seq_2255	la _ sa	A _'s stand.
seq_2256	ma la dh ja ma	The small mother comes.
seq_2257	_ _ cha pa	The _'s sacred father.
seq_2258	la pu na	The pure river.
seq_2259	ma bh ka _	A _ bes.
seq_2260	sa ta ra	The three's king.
seq_2261	ha pa pa pa	The father's father.
seq_2262	la na ku	A river's grain.
seq_2263	ka pa ma	The father's mother.
seq_2264	si na ma mu un	Up a mother's mouth sits.
seq_2265	ga ja na	The great river comes.
seq_2266	pa da _	A _ does.
seq_2267	ta ch ch	A cut's cut.
seq_2268	_ _ jha na	The place's river.
seq_2269	sa bh ta sa	A stand bes.
seq_2270	ma na ku ra	The grain's king.
seq_2271	ta ta pa ma la	The father's small mother.
seq_2272	pa ra pa ha ka	A land's person.
seq_2273	la bh ja ja dh	Holds.
seq_2274	_ ma si pa ba	The father sits good.
seq_2275	na ra pa sa	A father's stand.
seq_2276	ma gh ta	A house's three.
seq_2277	ba mu _	A mouth's _.
seq_2278	ja ra ha pa gh	A father's house comes.
seq_2279	ga dh cha jha	The place holds sacred.
seq_2280	sa pa ma	The father's mother.
seq_2281	dh ka ta dh	A three holds.
seq_2282	ku ka sa	A person's stand.
seq_2283	ku ra _ ra na	The king's river.
seq_2284	pa ra _ ra	The _'s king.
seq_2285	ja _ ga la pa pa	The father's father comes.
seq_2286	la na na pa	The river's father.
seq_2287	na dh ka dh	Holds.
seq_2288	dh ra ka sa	A person's stand holds.
seq_2289	pa pa ka	A father's person.
seq_2290	na cha na jha	The river's place.
seq_2291	na _ pa na	The father's river.
seq_2292	ha ka pa	The person's father.
seq_2293	sa ba dh ba ma	The mother holds good.
seq_2294	ta ka ba	A three's good person.
seq_2295	na pa na ma	The river's mother.
seq_2296	na mu la	A river's small mouth.
seq_2297	pa ta ha dh na	The river holds.
seq_2298	pa ka ra	The person's king.
seq_2299	bh pa ma	The mother bes.
seq_2300	na ka pa sa ra pr ma	Before the king's mother.
seq_2301	ta an ba pa	At the three's good father.
seq_2302	pa _ jha cha	The _'s sacred place.
seq_2303	da ba pa	The father does good.
seq_2304	_ ta sa	A three's stand.
seq_2305	ta pa la ha sa _	A stand's _.
seq_2306	sa ta ka ta	A person's three.
seq_2307	ra pa mu _	A mouth's _.
seq_2308	pa ka ch	A person's cut.
seq_2309	pa ta gh	A three's house.
seq_2310	_ sa mu ta ma	The three's mother.
seq_2311	la ga la sa pa ku	A father's grain.
seq_2312	ra ku pa	The grain's father.
seq_2313	_ _ na pa	The river's father.
seq_2314	ka ba ma la	The person's good small mother.
seq_2315	ch ta ra	The three's king.
seq_2316	ka sa ma pa	The mother's father.
seq_2317	ta ch ta ta	A three's three.
seq_2318	ga ta g	A three's cow.
seq_2319	ka ku ta ma	The three's mother.
seq_2320	ka da dh pa	The father holds.
seq_2321	ka _ ra	The _'s king.
seq_2322	ma na _	_ the mother's river.
seq_2323	ba na la bh ka ka mu	A person's mouth bes.
seq_2324	_ _ cha jha	The _'s sacred place.
seq_2325	na ga sa gh	A stand's house.
seq_2326	ka pa na mu sa ma ra un	Up the mother's king.
seq_2327	na ka na ka la	A river's small person.
seq_2328	ra pa mu	A father's mouth.
seq_2329	na ka ch na na	The river's river.
seq_2330	ta ma na gh pa	The house's father.
seq_2331	ma pa sa	A father's stand.
seq_2332	na na la	The river's small river.
seq_2333	bh pa ta dh ha	The land holds.
seq_2334	dh ma na	The river holds.
seq_2335	ga gh pa cha	The house's sacred father.
seq_2336	pu ka na ku la na	The grain's small river.
seq_2337	gh sa ka ja	A stand's person comes.
seq_2338	ra ka sa la ta g ra sa	A king's stand.
seq_2339	la ba na	The good river.
seq_2340	pa la dh	The small father holds.
seq_2341	bh ha sa	A stand bes.
seq_2342	ra ha ku ha sa	A land's stand.
seq_2343	pa ch ku na	The grain's river.
seq_2344	ta gh ka	A house's person.
seq_2345	da sa na sa	A river's stand does.
seq_2346	na pa jha na	The place's river.
seq_2347	ga si ra	The great king sits.
seq_2348	la ra ra g ha	The cow's land.
seq_2349	pa ku kh	A grain's sky.
seq_2350	la ma na _	A river's _.
seq_2351	pa ku ga ka bh	A grain's great person bes.
seq_2352	ta gh pa na ch	A river's cut.
seq_2353	ku sa ha	The stand's land.
seq_2354	na ta bh	A river's three bes.
seq_2355	ka ra ka na	The person's river.
seq_2356	sa ma ba na	The mother's good river.
seq_2357	dh _ cha pa	The sacred father holds.
seq_2358	na pa ta	A father's three.
seq_2359	na pa ch	A father's cut.
seq_2360	ja na ba ku	A good grain comes.
seq_2361	na ja ma la	The mother comes small.
seq_2362	ta ta la ga	A three's great three.
seq_2363	pr bh ka	Before a person bes.
seq_2364	sa la pa na sa	A river's stand.
seq_2365	pa ma ja	The father's mother comes.
seq_2366	ka la la bh ta	A small three bes.
seq_2367	pa la na	The father's small river.
seq_2368	na _ jha cha	The _'s sacred place.
seq_2369	mu dh la ra	The king holds small.
seq_2370	mu sa ba ba	A mouth's good stand.
seq_2371	pa na pa	The river's father.
seq_2372	ka sa ta _	A three's _.
seq_2373	la sa la na	The stand's small river.
seq_2374	la ka mu na ga	The mouth's great river.
seq_2375	ta sa ka	A stand's person.
seq_2376	ka na na	The river's river.
seq_2377	na ma ku na	The grain's river.
seq_2378	ta an ma la dh	At the three's small mother holds.
seq_2379	_ _ na pa	The river's father.
seq_2380	dh pa pa ta pa ta na	The three's river holds.
seq_2381	pa sa na pa ha	The father's land.
seq_2382	mu ta pa ka	A father's person.
seq_2383	na sh bh	Bes.
seq_2384	la ha la	The small small land.
seq_2385	ka pa _	A father's _.
seq_2386	_ dh ra	The king holds.
seq_2387	ka ta pa	The three's father.
seq_2388	pa pr ba ha na	The land's river.
seq_2389	ku _ na	The _'s river.
seq_2390	ga na cha jha	The river's sacred place.
seq_2391	ra pa ra dh	The father's king holds.
seq_2392	la ma ja	The small mother comes.
seq_2393	la pa ta sa _ na	The _'s river.
seq_2394	ma bh sa	A stand bes.
seq_2395	la ra ku pa	The grain's father.
seq_2396	mu ma ch sa	A cut's stand.
seq_2397	ra pa si ku	A grain sits.
seq_2398	ka mu la	A person's small mouth.
seq_2399	ra la la pa	The king's small father.
seq_2400	mu bh sa	A stand bes.
seq_2401	jha na cha	The place's sacred river.
seq_2402	na dh pa cha	The father holds sacred.
seq_2403	ch na la pr	Before the cut's small river.
seq_2404	ka na ra dh	The river's king holds.
seq_2405	_ pa ta ha	The three's land.
seq_2406	ka ra pr bh ku	Before a grain bes.
seq_2407	pa ku ra	The grain's king.
seq_2408	ma ka ma pa ra	The father's king.
seq_2409	dh ch ta	A three holds.
seq_2410	ta ha na ch la	A river's small cut.
seq_2411	la sa re ka sa sa	A stand's stand flows.
seq_2412	g ku pa pa	The father's father.
seq_2413	gh pa jha na	The place's river.
seq_2414	na _ ka ku	A person's grain.
seq_2415	gh un la ba	Up a good house.
seq_2416	ka la na na dh	The river's river holds.
seq_2417	sa ta ma	The three's mother.
seq_2418	pa na na dh na ta	A three holds.
seq_2419	pa ra ka	A king's person.
seq_2420	la la pa	The small father.
seq_2421	ra ta ku sa	A grain's stand.
seq_2422	bh na _	A _ bes.
seq_2423	ta pa pa ta	A father's three.
seq_2424	_ _ cha pa	The _'s sacred father.
seq_2425	_ sa _	A stand's _.
seq_2426	ku la pu	A pure grain.
seq_2427	ka dh ka sa gh	A stand's house holds.
seq_2428	ta g pa ku ka	A grain's person.
seq_2429	bh _ gh la	A house bes small.
seq_2430	bh ku pa ra	The father's king bes.
seq_2431	ku bh ta	A three bes.
seq_2432	sa sa bh	A stand's stand bes.
seq_2433	_ mu pa ja	The mouth's father comes.
seq_2434	la bh _	A small _ bes.
seq_2435	_ _ jha cha	The _'s sacred place.
seq_2436	ma bh la	The mother bes small.
seq_2437	ka sh ka	A person shines.
seq_2438	ma sa na sa sa la	A stand's small stand.
seq_2439	ta na ra	The river's king.
seq_2440	ch ka pa na pr la	Before the father's small river.
seq_2441	dh sa mu ma	The mouth's mother holds.
seq_2442	ba sa si pa ku	A grain sits.
seq_2443	ku da sa	A stand does.
seq_2444	_ da ja	Comes.
seq_2445	ra na ku ra	The grain's king.
seq_2446	_ ga na jha	The river's place.
seq_2447	ja ma la dh ja ka	A person comes.
seq_2448	pa sa g pa	The cow's father.
seq_2449	ka na ka	A river's person.
seq_2450	ja pa pa	The father comes.
seq_2451	ra sa pa pa ku	A father's grain.
seq_2452	la ra pa ha	The father's land.
seq_2453	la ba ra	The good king.
seq_2454	ra pa ma	The father's mother.
seq_2455	pa ka ka la	A person's small person.
seq_2456	ma ka bh ka sa	A stand bes.
seq_2457	ja _ pa cha	The father comes sacred.
seq_2458	pa pa la ga	The father's great father.
seq_2459	ma ka ku	A person's grain.
seq_2460	pa da da la	Does small.
seq_2461	ma na ka	A river's person.
seq_2462	la la pa	The small father.
seq_2463	pa mu pa ha pa pa	The father's father.
seq_2464	pu sa na pa	The river's father.
seq_2465	sa bh ra	The king bes.
seq_2466	ka na na la sa	A river's small stand.
seq_2467	na ja la ma pr la	Before the mother comes small small.
seq_2468	mu pa jha na	The place's river.
seq_2469	sa la sa	A stand's small stand.
seq_2470	ma bh ku	A grain bes.
seq_2471	ma ta pa	The three's father.
seq_2472	pa dh sa	A stand holds.
seq_2473	ba ka sa	A person's stand.
seq_2474	ta pa la pa	The father's small father.
seq_2475	pa ja pa	The father comes.
seq_2476	pa na ku ra g	A king's cow.
seq_2477	ta mu sa ba ta	A stand's good three.
seq_2478	ta mu ma ba	The mouth's good mother.
seq_2479	_ _ cha pa	The _'s sacred father.
seq_2480	ra ha ba	The king's good land.
seq_2481	ga ra na ba	The king's good river.
seq_2482	ba ku pa	The grain's father.
seq_2483	na ka pa na ka sa	A person's stand.
seq_2484	da ka pa	The father does.
seq_2485	la bh _	A small _ bes.
seq_2486	pa ba mu	A father's good mouth.
seq_2487	ga ba ku ra	The grain's king.
seq_2488	la la sa ch	A stand's cut.
seq_2489	ka ra ta ba	A king's good three.
seq_2490	_ _ jha cha	The _'s sacred place.
seq_2491	na ka sa ra	The stand's king.
seq_2492	ta ha kh	A land's sky.
seq_2493	ha sa ma ra ka	A king's person.
seq_2494	bh pa bh	Bes.
seq_2495	pa pa ra	The father's king.
seq_2496	la la ta sa	A three's stand.
seq_2497	ku ga la la ka	A grain's small person.
seq_2498	ku ma na dh	The mother's river holds.
seq_2499	ma ka sa	A person's stand.
seq_2500	pa ta ta sa	A three's stand.
seq_2501	ga na dh jha	The place holds.
seq_2502	sa pa la pa	The father's small father.
seq_2503	ha ga ka	A land's great person.
seq_2504	la ha dh ka	A person holds.
seq_2505	_ dh ka pa sa	A father's stand holds.
seq_2506	la ku ka na	The person's river.
seq_2507	pa la ma ka	A mother's person.
seq_2508	da ra ra ka	A king's person does.
seq_2509	na la mu	A river's small mouth.
seq_2510	ka dh ch	A cut holds.
seq_2511	na na na	The river's river.
